State,District,Year,Season,Crop,Area,Yield,Rainfall
Andhra Pradesh,SRIKAKULAM,1998,Rabi       ,Rice,2000,7500,
Andhra Pradesh,SRIKAKULAM,1999,Kharif     ,Rice,189027,323525,
Andhra Pradesh,SRIKAKULAM,1999,Rabi       ,Rice,1703,5867,
Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,Rice,207461,399155,
Andhra Pradesh,SRIKAKULAM,2000,Rabi       ,Rice,1100,2012,
Andhra Pradesh,SRIKAKULAM,2001,Kharif     ,Rice,178771,393654,
Andhra Pradesh,SRIKAKULAM,2001,Rabi       ,Rice,1584,3594,
Andhra Pradesh,SRIKAKULAM,2002,Kharif     ,Rice,153148,267550,
Andhra Pradesh,SRIKAKULAM,2002,Rabi       ,Rice,632,1602,
Andhra Pradesh,SRIKAKULAM,2003,Kharif     ,Rice,188219,421799,
Andhra Pradesh,SRIKAKULAM,2003,Rabi       ,Rice,2204,4496,
Andhra Pradesh,SRIKAKULAM,2004,Kharif     ,Rice,190795,448561,
Andhra Pradesh,SRIKAKULAM,2004,Rabi       ,Rice,2198,5743,
Andhra Pradesh,SRIKAKULAM,2005,Kharif     ,Rice,153521,271425,
Andhra Pradesh,SRIKAKULAM,2005,Rabi       ,Rice,4237,10105,
Andhra Pradesh,SRIKAKULAM,2006,Kharif     ,Rice,193994,491775,
Andhra Pradesh,SRIKAKULAM,2006,Rabi       ,Rice,3425,7223,
Andhra Pradesh,SRIKAKULAM,2007,Kharif     ,Rice,201000,613000,
Andhra Pradesh,SRIKAKULAM,2007,Rabi       ,Rice,2000,6000,
Andhra Pradesh,SRIKAKULAM,2008,Kharif     ,Rice,203172,408376,
Andhra Pradesh,SRIKAKULAM,2008,Rabi       ,Rice,2667,6190,
Andhra Pradesh,SRIKAKULAM,2009,Kharif     ,Rice,177058,371822,
Andhra Pradesh,SRIKAKULAM,2009,Rabi       ,Rice,2708,6407,
Andhra Pradesh,SRIKAKULAM,2010,Kharif     ,Rice,205853,167482,
Andhra Pradesh,SRIKAKULAM,2010,Rabi       ,Rice,7098,16822,
Andhra Pradesh,SRIKAKULAM,2011,Kharif     ,Rice,208239,399240,
Andhra Pradesh,SRIKAKULAM,2011,Rabi       ,Rice,2178,4593,
Andhra Pradesh,SRIKAKULAM,2012,Kharif     ,Rice,205859,520823,
Andhra Pradesh,SRIKAKULAM,2012,Rabi       ,Rice,2884,7870,
Andhra Pradesh,SRIKAKULAM,2013,Kharif     ,Rice,199717,347108,
Andhra Pradesh,SRIKAKULAM,2013,Rabi       ,Rice,3425,8158,
Andhra Pradesh,SRIKAKULAM,2014,Kharif     ,Rice,205485,434806,
Andhra Pradesh,SRIKAKULAM,2014,Rabi       ,Rice,4730,12866,
Andhra Pradesh,SRIKAKULAM,2014,Whole Year ,Rice,210215,447672,
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif     ,Rice,95600,79700,
Andhra Pradesh,VISAKHAPATANAM,1997,Rabi       ,Rice,2700,8700,
Andhra Pradesh,VISAKHAPATANAM,1998,Kharif     ,Rice,114900,141300,
Andhra Pradesh,VISAKHAPATANAM,1998,Rabi       ,Rice,3800,14100,
Andhra Pradesh,VISAKHAPATANAM,1999,Kharif     ,Rice,103372,134010,
Andhra Pradesh,VISAKHAPATANAM,1999,Rabi       ,Rice,3053,10836,
Andhra Pradesh,VISAKHAPATANAM,2000,Kharif     ,Rice,115239,183345,
Andhra Pradesh,VISAKHAPATANAM,2000,Rabi       ,Rice,2969,6683,
Andhra Pradesh,VISAKHAPATANAM,2001,Kharif     ,Rice,86579,145020,
Andhra Pradesh,VISAKHAPATANAM,2001,Rabi       ,Rice,3744,7589,
Andhra Pradesh,VISAKHAPATANAM,2002,Kharif     ,Rice,61964,61344,
Andhra Pradesh,VISAKHAPATANAM,2002,Rabi       ,Rice,2028,3121,
Andhra Pradesh,VISAKHAPATANAM,2003,Kharif     ,Rice,84676,136836,
Andhra Pradesh,VISAKHAPATANAM,2003,Rabi       ,Rice,3961,7811,
Andhra Pradesh,VISAKHAPATANAM,2004,Kharif     ,Rice,95187,160771,
Andhra Pradesh,VISAKHAPATANAM,2004,Rabi       ,Rice,2621,3701,
Andhra Pradesh,VISAKHAPATANAM,2005,Kharif     ,Rice,84808,125007,
Andhra Pradesh,VISAKHAPATANAM,2005,Rabi       ,Rice,3821,7073,
Andhra Pradesh,VISAKHAPATANAM,2006,Kharif     ,Rice,93133,178070,
Andhra Pradesh,VISAKHAPATANAM,2006,Rabi       ,Rice,2614,5301,
Andhra Pradesh,VISAKHAPATANAM,2007,Kharif     ,Rice,96000,195000,
Andhra Pradesh,VISAKHAPATANAM,2007,Rabi       ,Rice,3000,6000,
Andhra Pradesh,VISAKHAPATANAM,2008,Kharif     ,Rice,99378,167253,
Andhra Pradesh,VISAKHAPATANAM,2008,Rabi       ,Rice,2679,5090,
Andhra Pradesh,VISAKHAPATANAM,2009,Kharif     ,Rice,65447,69112,
Andhra Pradesh,VISAKHAPATANAM,2009,Rabi       ,Rice,2974,4509,
Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,Rice,110289,192378,
Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,Rice,7262,9383,
Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,Rice,109505,166766,
Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,Rice,2617,2973,
Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,Rice,98718,141562,
Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,Rice,5046,10274,
Andhra Pradesh,VISAKHAPATANAM,2013,Kharif     ,Rice,98637,171530,
Andhra Pradesh,VISAKHAPATANAM,2013,Rabi       ,Rice,6759,13126,
Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Rice,98190,159755,
Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,Rice,7238,18052,
Andhra Pradesh,VISAKHAPATANAM,2014,Whole Year ,Rice,105428,177807,
Andhra Pradesh,VIZIANAGARAM,1997,Kharif     ,Rice,130500,185600,
Andhra Pradesh,VIZIANAGARAM,1997,Rabi       ,Rice,1000,3200,
Andhra Pradesh,VIZIANAGARAM,1998,Kharif     ,Rice,133000,295600,
Andhra Pradesh,VIZIANAGARAM,1998,Rabi       ,Rice,3600,13300,
Andhra Pradesh,VIZIANAGARAM,1999,Kharif     ,Rice,132185,250846,
Andhra Pradesh,VIZIANAGARAM,1999,Rabi       ,Rice,1985,6943,
Andhra Pradesh,VIZIANAGARAM,2000,Kharif     ,Rice,129907,214347,
Andhra Pradesh,VIZIANAGARAM,2000,Rabi       ,Rice,2163,5996,
Andhra Pradesh,VIZIANAGARAM,2001,Kharif     ,Rice,106296,199624,
Andhra Pradesh,VIZIANAGARAM,2001,Rabi       ,Rice,3864,10085,
Andhra Pradesh,VIZIANAGARAM,2002,Kharif     ,Rice,93995,115426,
Andhra Pradesh,VIZIANAGARAM,2002,Rabi       ,Rice,594,1558,
Andhra Pradesh,VIZIANAGARAM,2003,Kharif     ,Rice,108694,228366,
Andhra Pradesh,VIZIANAGARAM,2003,Rabi       ,Rice,4382,10679,
Andhra Pradesh,VIZIANAGARAM,2004,Kharif     ,Rice,125205,291352,
Andhra Pradesh,VIZIANAGARAM,2004,Rabi       ,Rice,2370,3979,
Andhra Pradesh,VIZIANAGARAM,2005,Kharif     ,Rice,94336,131127,
Andhra Pradesh,VIZIANAGARAM,2005,Rabi       ,Rice,3750,9529,
Andhra Pradesh,VIZIANAGARAM,2006,Kharif     ,Rice,117452,281532,
Andhra Pradesh,VIZIANAGARAM,2006,Rabi       ,Rice,1000,1803,
Andhra Pradesh,VIZIANAGARAM,2007,Kharif     ,Rice,124000,362000,
Andhra Pradesh,VIZIANAGARAM,2007,Rabi       ,Rice,3000,7000,
Andhra Pradesh,VIZIANAGARAM,2008,Kharif     ,Rice,128964,307966,
Andhra Pradesh,VIZIANAGARAM,2008,Rabi       ,Rice,1695,4043,
Andhra Pradesh,VIZIANAGARAM,2009,Kharif     ,Rice,104550,229801,
Andhra Pradesh,VIZIANAGARAM,2009,Rabi       ,Rice,3683,9285,
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,Rice,126290,325213,
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,Rice,7254,23452,
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,Rice,123491,265106,
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,Rice,1078,2639,
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,Rice,119079,306509,
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,Rice,6690,14310,
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,Rice,109271,270446,
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,Rice,7507,20479,
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Rice,119229,314526,
Andhra Pradesh,VIZIANAGARAM,2014,Rabi       ,Rice,5357,17314,
Andhra Pradesh,VIZIANAGARAM,2014,Whole Year ,Rice,124586,331840,
Andhra Pradesh,WEST GODAVARI,1997,Kharif     ,Rice,247200,630400,
Andhra Pradesh,WEST GODAVARI,1997,Rabi       ,Rice,193600,678100,
Andhra Pradesh,WEST GODAVARI,1998,Kharif     ,Rice,262000,646400,
Andhra Pradesh,WEST GODAVARI,1998,Rabi       ,Rice,194300,849100,
Andhra Pradesh,WEST GODAVARI,1999,Kharif     ,Rice,267083,685440,
Andhra Pradesh,WEST GODAVARI,1999,Rabi       ,Rice,193377,780930,
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Rice,272901,794415,
Andhra Pradesh,WEST GODAVARI,2000,Rabi       ,Rice,198764,858462,
Andhra Pradesh,WEST GODAVARI,2001,Kharif     ,Rice,222720,576622,
Andhra Pradesh,WEST GODAVARI,2001,Rabi       ,Rice,191480,896509,
Andhra Pradesh,WEST GODAVARI,2002,Kharif     ,Rice,214554,659110,
Andhra Pradesh,WEST GODAVARI,2002,Rabi       ,Rice,117074,506579,
Andhra Pradesh,WEST GODAVARI,2003,Kharif     ,Rice,232235,812590,
Andhra Pradesh,WEST GODAVARI,2003,Rabi       ,Rice,177983,867133,
Andhra Pradesh,WEST GODAVARI,2004,Kharif     ,Rice,244235,842122,
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Rice,175761,807446,
Andhra Pradesh,WEST GODAVARI,2005,Kharif     ,Rice,253521,475859,
Andhra Pradesh,WEST GODAVARI,2005,Rabi       ,Rice,192497,887411,
Andhra Pradesh,WEST GODAVARI,2006,Kharif     ,Rice,245236,682001,
Andhra Pradesh,WEST GODAVARI,2006,Rabi       ,Rice,188804,875107,
Andhra Pradesh,WEST GODAVARI,2007,Kharif     ,Rice,254000,825000,
Andhra Pradesh,WEST GODAVARI,2007,Rabi       ,Rice,192000,814000,
Andhra Pradesh,WEST GODAVARI,2008,Kharif     ,Rice,255444,778593,
Andhra Pradesh,WEST GODAVARI,2008,Rabi       ,Rice,195014,821789,
Andhra Pradesh,WEST GODAVARI,2009,Kharif     ,Rice,212887,660163,
Andhra Pradesh,WEST GODAVARI,2009,Rabi       ,Rice,115690,454893,
Andhra Pradesh,WEST GODAVARI,2010,Kharif     ,Rice,256147,558800,
Andhra Pradesh,WEST GODAVARI,2010,Rabi       ,Rice,200369,931515,
Andhra Pradesh,WEST GODAVARI,2011,Kharif     ,Rice,240266,764242,
Andhra Pradesh,WEST GODAVARI,2011,Rabi       ,Rice,123519,544225,
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,Rice,242832,482993,
Andhra Pradesh,WEST GODAVARI,2012,Rabi       ,Rice,179674,806377,
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,Rice,240396,521419,
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,Rice,180223,820916,
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Rice,231475,733313,
Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Rice,177811,891011,
Andhra Pradesh,WEST GODAVARI,2014,Whole Year ,Rice,409286,1624324,
Arunachal Pradesh,ANJAW,2004,Kharif     ,Rice,3342,1914,
Arunachal Pradesh,ANJAW,2005,Kharif     ,Rice,3400,5000,
Arunachal Pradesh,ANJAW,2006,Kharif     ,Rice,4060,3004,
Arunachal Pradesh,ANJAW,2007,Kharif     ,Rice,4085,2530,
Arunachal Pradesh,ANJAW,2008,Kharif     ,Rice,3901,2516,
Arunachal Pradesh,ANJAW,2009,Kharif     ,Rice,3945,2355.33,
Arunachal Pradesh,ANJAW,2010,Kharif     ,Rice,3949,3631,
Arunachal Pradesh,ANJAW,2011,Kharif     ,Rice,3489,2988,
Arunachal Pradesh,ANJAW,2012,Kharif     ,Rice,3561,2996,
Arunachal Pradesh,ANJAW,2013,Kharif     ,Rice,3561,2624,
Arunachal Pradesh,ANJAW,2014,Kharif     ,Rice,3561,2394,
Arunachal Pradesh,CHANGLANG,1997,Kharif     ,Rice,11500,13800,
Arunachal Pradesh,CHANGLANG,1998,Kharif     ,Rice,11550,14316,
Arunachal Pradesh,CHANGLANG,1999,Kharif     ,Rice,11600,13733,
Arunachal Pradesh,CHANGLANG,2000,Kharif     ,Rice,11925,16387,
Arunachal Pradesh,CHANGLANG,2001,Kharif     ,Rice,11857,16250,
Arunachal Pradesh,CHANGLANG,2002,Kharif     ,Rice,11860,16780,
Arunachal Pradesh,CHANGLANG,2003,Kharif     ,Rice,11867,18508,
Arunachal Pradesh,CHANGLANG,2004,Kharif     ,Rice,11885,18630,
Arunachal Pradesh,CHANGLANG,2005,Kharif     ,Rice,11905,18667,
Arunachal Pradesh,CHANGLANG,2006,Kharif     ,Rice,6191,10606,
Arunachal Pradesh,CHANGLANG,2007,Kharif     ,Rice,15622,27398,
Arunachal Pradesh,CHANGLANG,2008,Kharif     ,Rice,16763,35010,
Arunachal Pradesh,CHANGLANG,2009,Kharif     ,Rice,8519,15639.33,
Arunachal Pradesh,CHANGLANG,2010,Kharif     ,Rice,9585,18265,
Arunachal Pradesh,CHANGLANG,2011,Kharif     ,Rice,10260,20873,
Arunachal Pradesh,CHANGLANG,2012,Kharif     ,Rice,9605,19512,
Arunachal Pradesh,CHANGLANG,2013,Kharif     ,Rice,9681,19750,
Arunachal Pradesh,CHANGLANG,2014,Kharif     ,Rice,9081,20169,
Arunachal Pradesh,DIBANG VALLEY,1997,Kharif     ,Rice,10310,12400,
Arunachal Pradesh,DIBANG VALLEY,1998,Kharif     ,Rice,10320,12900,
Arunachal Pradesh,DIBANG VALLEY,1999,Kharif     ,Rice,10000,13237,
Arunachal Pradesh,DIBANG VALLEY,2000,Kharif     ,Rice,10450,13400,
Arunachal Pradesh,DIBANG VALLEY,2001,Kharif     ,Rice,5400,3840,
Arunachal Pradesh,DIBANG VALLEY,2002,Kharif     ,Rice,1691,1522,
Arunachal Pradesh,DIBANG VALLEY,2003,Kharif     ,Rice,1700,1700,
Arunachal Pradesh,DIBANG VALLEY,2004,Kharif     ,Rice,916,870,
Arunachal Pradesh,DIBANG VALLEY,2005,Kharif     ,Rice,1000,691,
Arunachal Pradesh,DIBANG VALLEY,2006,Kharif     ,Rice,1235,1273,
Arunachal Pradesh,DIBANG VALLEY,2007,Kharif     ,Rice,1200,839,
Arunachal Pradesh,DIBANG VALLEY,2008,Kharif     ,Rice,1200,839,
Arunachal Pradesh,DIBANG VALLEY,2009,Kharif     ,Rice,1200,838.66,
Arunachal Pradesh,DIBANG VALLEY,2010,Kharif     ,Rice,1585,1268,
Arunachal Pradesh,DIBANG VALLEY,2011,Kharif     ,Rice,1610,1382,
Arunachal Pradesh,DIBANG VALLEY,2012,Kharif     ,Rice,1682,1420,
Arunachal Pradesh,DIBANG VALLEY,2013,Kharif     ,Rice,1690,1486,
Arunachal Pradesh,DIBANG VALLEY,2014,Kharif     ,Rice,1690,1485,
Arunachal Pradesh,EAST KAMENG,1997,Kharif     ,Rice,8945,9200,
Arunachal Pradesh,EAST KAMENG,1998,Kharif     ,Rice,8045,8190,
Arunachal Pradesh,EAST KAMENG,1999,Kharif     ,Rice,9595,12665,
Arunachal Pradesh,EAST KAMENG,2000,Kharif     ,Rice,8200,9840,
Arunachal Pradesh,EAST KAMENG,2001,Kharif     ,Rice,12310,16790,
Arunachal Pradesh,EAST KAMENG,2002,Kharif     ,Rice,8500,10715,
Arunachal Pradesh,EAST KAMENG,2003,Kharif     ,Rice,8510,10725,
Arunachal Pradesh,EAST KAMENG,2004,Kharif     ,Rice,8515,6651,
Arunachal Pradesh,EAST KAMENG,2005,Kharif     ,Rice,8538,3158,
Arunachal Pradesh,EAST KAMENG,2006,Kharif     ,Rice,8235,6313,
Arunachal Pradesh,EAST KAMENG,2007,Kharif     ,Rice,8200,6952,
Arunachal Pradesh,EAST KAMENG,2008,Kharif     ,Rice,8250,6933,
Arunachal Pradesh,EAST KAMENG,2009,Kharif     ,Rice,8260,6993.33,
Arunachal Pradesh,EAST KAMENG,2010,Kharif     ,Rice,8267,7178,
Arunachal Pradesh,EAST KAMENG,2011,Kharif     ,Rice,8398,7822,
Arunachal Pradesh,EAST KAMENG,2012,Kharif     ,Rice,8768,8442,
Arunachal Pradesh,EAST KAMENG,2013,Kharif     ,Rice,8968,9087,
Arunachal Pradesh,EAST KAMENG,2014,Kharif     ,Rice,8968,9436,
Arunachal Pradesh,EAST SIANG,1997,Kharif     ,Rice,10200,15525,
Arunachal Pradesh,EAST SIANG,1998,Kharif     ,Rice,7323,12600,
Arunachal Pradesh,EAST SIANG,1999,Kharif     ,Rice,11600,19261,
Arunachal Pradesh,EAST SIANG,2000,Kharif     ,Rice,12310,19500,
Arunachal Pradesh,EAST SIANG,2001,Kharif     ,Rice,5400,5000,
Arunachal Pradesh,EAST SIANG,2002,Kharif     ,Rice,12330,26605,
Arunachal Pradesh,EAST SIANG,2003,Kharif     ,Rice,12100,28000,
Arunachal Pradesh,EAST SIANG,2004,Kharif     ,Rice,12526,17499,
Arunachal Pradesh,EAST SIANG,2005,Kharif     ,Rice,12800,19535,
Arunachal Pradesh,EAST SIANG,2006,Kharif     ,Rice,13137,19729,
Arunachal Pradesh,EAST SIANG,2007,Kharif     ,Rice,13000,19799,
Arunachal Pradesh,EAST SIANG,2008,Kharif     ,Rice,13142,19761,
Arunachal Pradesh,EAST SIANG,2009,Kharif     ,Rice,14147,20775.33,
Arunachal Pradesh,EAST SIANG,2010,Kharif     ,Rice,15137,24103,
Arunachal Pradesh,EAST SIANG,2011,Kharif     ,Rice,15378,26268,
Arunachal Pradesh,EAST SIANG,2012,Kharif     ,Rice,16770,27098,
Arunachal Pradesh,EAST SIANG,2013,Kharif     ,Rice,16770,27044,
Arunachal Pradesh,EAST SIANG,2014,Kharif     ,Rice,16120,27463,
Arunachal Pradesh,KURUNG KUMEY,2002,Kharif     ,Rice,6300,7440,
Arunachal Pradesh,KURUNG KUMEY,2003,Kharif     ,Rice,7434,6375,
Arunachal Pradesh,KURUNG KUMEY,2004,Kharif     ,Rice,6300,7434,
Arunachal Pradesh,KURUNG KUMEY,2005,Kharif     ,Rice,6375,7530,
Arunachal Pradesh,KURUNG KUMEY,2006,Kharif     ,Rice,6000,5095,
Arunachal Pradesh,KURUNG KUMEY,2007,Kharif     ,Rice,500,615,
Arunachal Pradesh,KURUNG KUMEY,2008,Kharif     ,Rice,500,615,
Arunachal Pradesh,KURUNG KUMEY,2009,Kharif     ,Rice,500,615.33,
Arunachal Pradesh,KURUNG KUMEY,2010,Kharif     ,Rice,400,527,
Arunachal Pradesh,KURUNG KUMEY,2011,Kharif     ,Rice,406,574,
Arunachal Pradesh,KURUNG KUMEY,2012,Kharif     ,Rice,410,590,
Arunachal Pradesh,KURUNG KUMEY,2013,Kharif     ,Rice,53,74,
Arunachal Pradesh,KURUNG KUMEY,2014,Kharif     ,Rice,53,74,
Arunachal Pradesh,LOHIT,1997,Kharif     ,Rice,15070,19600,
Arunachal Pradesh,LOHIT,1998,Kharif     ,Rice,13015,18221,
Arunachal Pradesh,LOHIT,1999,Kharif     ,Rice,14000,20900,
Arunachal Pradesh,LOHIT,2000,Kharif     ,Rice,13980,13630,
Arunachal Pradesh,LOHIT,2001,Kharif     ,Rice,10900,14170,
Arunachal Pradesh,LOHIT,2002,Kharif     ,Rice,14158,12883,
Arunachal Pradesh,LOHIT,2003,Kharif     ,Rice,14257,19390,
Arunachal Pradesh,LOHIT,2004,Kharif     ,Rice,8227,9872,
Arunachal Pradesh,LOHIT,2005,Kharif     ,Rice,8500,11759,
Arunachal Pradesh,LOHIT,2006,Kharif     ,Rice,10500,17010,
Arunachal Pradesh,LOHIT,2007,Kharif     ,Rice,10300,16833,
Arunachal Pradesh,LOHIT,2008,Kharif     ,Rice,10412,17952,
Arunachal Pradesh,LOHIT,2009,Kharif     ,Rice,11770,19541.33,
Arunachal Pradesh,LOHIT,2010,Kharif     ,Rice,11654,20263,
Arunachal Pradesh,LOHIT,2011,Kharif     ,Rice,11839,22082,
Arunachal Pradesh,LOHIT,2012,Kharif     ,Rice,12239,23512,
Arunachal Pradesh,LOHIT,2013,Kharif     ,Rice,12150,21662,
Arunachal Pradesh,LOHIT,2014,Kharif     ,Rice,11450,22080,
Arunachal Pradesh,LONGDING,2013,Kharif     ,Rice,2890,2504,
Arunachal Pradesh,LONGDING,2014,Kharif     ,Rice,2890,2923,
Arunachal Pradesh,LOWER DIBANG VALLEY,2002,Kharif     ,Rice,9580,13500,
Arunachal Pradesh,LOWER DIBANG VALLEY,2003,Kharif     ,Rice,9650,11100,
Arunachal Pradesh,LOWER DIBANG VALLEY,2004,Kharif     ,Rice,9655,14895,
Arunachal Pradesh,LOWER DIBANG VALLEY,2005,Kharif     ,Rice,9700,15035,
Arunachal Pradesh,LOWER DIBANG VALLEY,2006,Kharif     ,Rice,10736,14149,
Arunachal Pradesh,LOWER DIBANG VALLEY,2007,Kharif     ,Rice,10950,13477,
Arunachal Pradesh,LOWER DIBANG VALLEY,2008,Kharif     ,Rice,11059,13610,
Arunachal Pradesh,LOWER DIBANG VALLEY,2009,Kharif     ,Rice,11169,8934.66,
Arunachal Pradesh,LOWER DIBANG VALLEY,2010,Kharif     ,Rice,11180,13760,
Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Kharif     ,Rice,11357,14995,
Arunachal Pradesh,LOWER DIBANG VALLEY,2012,Kharif     ,Rice,11460,14822,
Arunachal Pradesh,LOWER DIBANG VALLEY,2013,Kharif     ,Rice,14595,16058,
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Kharif     ,Rice,13906,16479,
Arunachal Pradesh,LOWER SUBANSIRI,1997,Kharif     ,Rice,21064,19900,
Arunachal Pradesh,LOWER SUBANSIRI,1998,Kharif     ,Rice,21585,15045,
Arunachal Pradesh,LOWER SUBANSIRI,1999,Kharif     ,Rice,22000,10500,
Arunachal Pradesh,LOWER SUBANSIRI,2000,Kharif     ,Rice,18150,18150,
Arunachal Pradesh,LOWER SUBANSIRI,2001,Kharif     ,Rice,4350,3500,
Arunachal Pradesh,LOWER SUBANSIRI,2002,Kharif     ,Rice,14800,17465,
Arunachal Pradesh,LOWER SUBANSIRI,2003,Kharif     ,Rice,8460,10152,
Arunachal Pradesh,LOWER SUBANSIRI,2004,Kharif     ,Rice,9306,11167,
Arunachal Pradesh,LOWER SUBANSIRI,2005,Kharif     ,Rice,9500,11600,
Arunachal Pradesh,LOWER SUBANSIRI,2006,Kharif     ,Rice,9643,12075,
Arunachal Pradesh,LOWER SUBANSIRI,2007,Kharif     ,Rice,7685,9459,
Arunachal Pradesh,LOWER SUBANSIRI,2008,Kharif     ,Rice,7839,9647,
Arunachal Pradesh,LOWER SUBANSIRI,2009,Kharif     ,Rice,10193,12544.66,
Arunachal Pradesh,LOWER SUBANSIRI,2010,Kharif     ,Rice,8155,10655,
Arunachal Pradesh,LOWER SUBANSIRI,2011,Kharif     ,Rice,8285,1161,
Arunachal Pradesh,LOWER SUBANSIRI,2012,Kharif     ,Rice,8290,14358,
Arunachal Pradesh,LOWER SUBANSIRI,2013,Kharif     ,Rice,8373,14792,
Arunachal Pradesh,LOWER SUBANSIRI,2014,Kharif     ,Rice,7673,15210,
Arunachal Pradesh,PAPUM PARE,1997,Kharif     ,Rice,6938,8400,
Arunachal Pradesh,PAPUM PARE,1998,Kharif     ,Rice,7100,6880,
Arunachal Pradesh,PAPUM PARE,1999,Kharif     ,Rice,7000,6800,
Arunachal Pradesh,PAPUM PARE,2000,Kharif     ,Rice,7275,7520,
Arunachal Pradesh,PAPUM PARE,2001,Kharif     ,Rice,7940,8270,
Arunachal Pradesh,PAPUM PARE,2002,Kharif     ,Rice,8050,8500,
Arunachal Pradesh,PAPUM PARE,2003,Kharif     ,Rice,8470,9825,
Arunachal Pradesh,PAPUM PARE,2004,Kharif     ,Rice,9015,10277,
Arunachal Pradesh,PAPUM PARE,2005,Kharif     ,Rice,9300,11615,
Arunachal Pradesh,PAPUM PARE,2006,Kharif     ,Rice,10180,15139,
Arunachal Pradesh,PAPUM PARE,2007,Kharif     ,Rice,9005,13854,
Arunachal Pradesh,PAPUM PARE,2008,Kharif     ,Rice,9025,14347,
Arunachal Pradesh,PAPUM PARE,2009,Kharif     ,Rice,9076,15822.66,
Arunachal Pradesh,PAPUM PARE,2010,Kharif     ,Rice,9083,14684,
Arunachal Pradesh,PAPUM PARE,2011,Kharif     ,Rice,9227,16002,
Arunachal Pradesh,PAPUM PARE,2012,Kharif     ,Rice,9975,16753,
Arunachal Pradesh,PAPUM PARE,2013,Kharif     ,Rice,12025,22686,
Arunachal Pradesh,PAPUM PARE,2014,Kharif     ,Rice,11325,23105,
Arunachal Pradesh,TAWANG,1997,Kharif     ,Rice,868,1050,
Arunachal Pradesh,TAWANG,1998,Kharif     ,Rice,890,1112,
Arunachal Pradesh,TAWANG,1999,Kharif     ,Rice,900,1170,
Arunachal Pradesh,TAWANG,2000,Kharif     ,Rice,902,1205,
Arunachal Pradesh,TAWANG,2001,Kharif     ,Rice,902,1190,
Arunachal Pradesh,TAWANG,2002,Kharif     ,Rice,907,1210,
Arunachal Pradesh,TAWANG,2003,Kharif     ,Rice,911,1221,
Arunachal Pradesh,TAWANG,2004,Kharif     ,Rice,911,1230,
Arunachal Pradesh,TAWANG,2005,Kharif     ,Rice,777,1057,
Arunachal Pradesh,TAWANG,2006,Kharif     ,Rice,770,1082,
Arunachal Pradesh,TAWANG,2007,Kharif     ,Rice,770,1082,
Arunachal Pradesh,TAWANG,2008,Kharif     ,Rice,758,758,
Arunachal Pradesh,TAWANG,2009,Kharif     ,Rice,760,785.33,
Arunachal Pradesh,TAWANG,2010,Kharif     ,Rice,765,795,
Arunachal Pradesh,TAWANG,2011,Kharif     ,Rice,777,866,
Arunachal Pradesh,TAWANG,2012,Kharif     ,Rice,835,930,
Arunachal Pradesh,TAWANG,2013,Kharif     ,Rice,835,879,
Arunachal Pradesh,TAWANG,2014,Kharif     ,Rice,835,1298,
Arunachal Pradesh,TIRAP,1997,Kharif     ,Rice,5345,3700,
Arunachal Pradesh,TIRAP,1998,Kharif     ,Rice,5345,1942,
Arunachal Pradesh,TIRAP,1999,Kharif     ,Rice,5354,5400,
Arunachal Pradesh,TIRAP,2000,Kharif     ,Rice,5343,3036,
Arunachal Pradesh,TIRAP,2001,Kharif     ,Rice,8300,10458,
Arunachal Pradesh,TIRAP,2002,Kharif     ,Rice,5580,2490,
Arunachal Pradesh,TIRAP,2003,Kharif     ,Rice,5582,3830,
Arunachal Pradesh,TIRAP,2004,Kharif     ,Rice,5585,2383,
Arunachal Pradesh,TIRAP,2005,Kharif     ,Rice,4612,2509,
Arunachal Pradesh,TIRAP,2006,Kharif     ,Rice,5615,3961,
